deal_id,company_name,deal_name,stage,deal_size,days_in_stage,response_latency_hrs,sentiment_trend,stakeholder_count,competitor_mentions,scope_change_flags,outcome
DEAL-0420,Luminary Data,Luminary Data - Digital Transformation Deal,Closed,350000.0,99,29.3,improving,11,0,3,stalled
DEAL-0421,Titan Technologies,Titan Technologies - Digital Transformation Deal,Closed,758000.0,33,70.6,declining,6,5,0,stalled
DEAL-0422,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,833000.0,157,69.4,declining,2,2,4,lost
DEAL-0423,Vanguard Cloud,Vanguard Cloud - Enterprise Platform Renewal & Expansion,Closed,558000.0,60,60.9,stable,1,4,4,lost
DEAL-0424,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,189000.0,59,0.7,stable,11,6,2,stalled
DEAL-0425,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,88000.0,129,10.5,declining,3,5,3,stalled
DEAL-0426,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,1397000.0,58,33.2,improving,7,5,2,won
DEAL-0427,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,957000.0,153,9.3,stable,11,3,4,lost
DEAL-0428,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,26000.0,15,40.1,stable,12,6,4,lost
DEAL-0429,Zenith Enterprise,Zenith Enterprise - Enterprise Platform Renewal & Expansion,Closed,1367000.0,151,12.9,improving,12,0,3,stalled
DEAL-0430,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,589000.0,180,55.0,stable,10,3,2,lost
DEAL-0431,Titan Technologies,Titan Technologies - Enterprise Platform Renewal & Expansion,Closed,225000.0,134,21.9,declining,10,4,2,lost
DEAL-0432,Hyperion Systems,Hyperion Systems - Digital Transformation Deal,Closed,944000.0,178,25.2,declining,5,1,1,lost
DEAL-0433,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,1146000.0,125,42.2,declining,9,5,3,lost
DEAL-0434,Aura Insights,Aura Insights - Digital Transformation Deal,Closed,1274000.0,136,8.1,stable,1,1,0,lost
DEAL-0435,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,1183000.0,177,18.4,improving,5,5,2,stalled
DEAL-0436,Aura Insights,Aura Insights - Digital Transformation Deal,Closed,1225000.0,160,62.6,declining,2,4,1,lost
DEAL-0437,Radiant Systems,Radiant Systems - Digital Transformation Deal,Closed,1181000.0,76,50.0,improving,12,3,3,stalled
DEAL-0438,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,100000.0,67,15.0,stable,12,6,1,lost
DEAL-0439,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,829000.0,53,56.0,improving,10,2,3,won
DEAL-0440,Beacon Dynamics,Beacon Dynamics - Digital Transformation Deal,Closed,277000.0,33,27.5,stable,9,2,4,stalled
DEAL-0441,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,397000.0,122,51.2,improving,6,0,1,lost
DEAL-0442,BlueWave Tech,BlueWave Tech - Enterprise Platform Renewal & Expansion,Closed,946000.0,80,35.6,declining,11,4,2,stalled
DEAL-0443,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,1436000.0,20,56.7,improving,9,3,4,stalled
DEAL-0444,CloudScale,CloudScale - Digital Transformation Deal,Closed,1327000.0,87,24.2,stable,11,1,4,stalled
DEAL-0445,Acme Corp,Acme Corp - Digital Transformation Deal,Closed,532000.0,167,44.4,declining,4,1,0,lost
DEAL-0446,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,1198000.0,101,18.8,declining,2,2,0,lost
DEAL-0447,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,773000.0,14,21.7,declining,8,1,2,stalled
DEAL-0448,CyberShield,CyberShield - Digital Transformation Deal,Closed,1435000.0,139,1.0,improving,9,1,1,lost
DEAL-0449,Stratum Software,Stratum Software - Enterprise Platform Renewal & Expansion,Closed,324000.0,114,46.7,improving,12,5,1,won
DEAL-0450,Optima Solutions,Optima Solutions - Digital Transformation Deal,Closed,128000.0,67,40.4,declining,3,6,1,lost
DEAL-0451,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,953000.0,83,1.7,declining,7,0,4,won
DEAL-0452,Beacon Dynamics,Beacon Dynamics - Enterprise Platform Renewal & Expansion,Closed,887000.0,21,26.1,declining,12,0,2,lost
DEAL-0453,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,437000.0,100,28.8,declining,8,0,3,stalled
DEAL-0454,InfiniTech,InfiniTech - Digital Transformation Deal,Closed,599000.0,78,69.1,improving,9,2,2,lost
DEAL-0455,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,842000.0,13,0.9,declining,2,3,4,lost
DEAL-0456,CloudScale,CloudScale - Digital Transformation Deal,Closed,1127000.0,91,15.6,declining,12,6,4,stalled
DEAL-0457,Frontier AI,Frontier AI - Digital Transformation Deal,Closed,1255000.0,32,13.5,declining,4,6,0,lost
DEAL-0458,Vanguard Cloud,Vanguard Cloud - Enterprise Platform Renewal & Expansion,Closed,128000.0,20,18.4,improving,11,5,4,stalled
DEAL-0459,Optima Solutions,Optima Solutions - Digital Transformation Deal,Closed,1014000.0,28,20.9,improving,4,1,2,won
DEAL-0460,Optima Solutions,Optima Solutions - Enterprise Platform Renewal & Expansion,Closed,472000.0,42,40.9,stable,10,6,2,lost
DEAL-0461,Forward Media,Forward Media - Digital Transformation Deal,Closed,384000.0,167,31.7,stable,4,1,2,lost
DEAL-0462,Vanguard Cloud,Vanguard Cloud - Digital Transformation Deal,Closed,1167000.0,144,8.3,declining,8,4,0,lost
DEAL-0463,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,311000.0,163,6.0,improving,12,0,4,stalled
DEAL-0464,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,335000.0,144,19.1,declining,1,3,1,stalled
DEAL-0465,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,893000.0,37,33.7,declining,5,0,3,stalled
DEAL-0466,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,1275000.0,178,12.4,declining,10,1,3,stalled
DEAL-0467,Evolve Logic,Evolve Logic - Enterprise Platform Renewal & Expansion,Closed,736000.0,13,16.1,stable,6,1,0,won
DEAL-0468,InfiniTech,InfiniTech - Digital Transformation Deal,Closed,326000.0,102,34.1,stable,6,0,0,lost
DEAL-0469,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,1453000.0,73,60.2,stable,11,4,4,lost
DEAL-0470,Radiant Systems,Radiant Systems - Enterprise Platform Renewal & Expansion,Closed,561000.0,22,37.4,stable,11,1,4,stalled
DEAL-0471,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,734000.0,4,36.4,improving,10,3,1,won
DEAL-0472,Zenith Enterprise,Zenith Enterprise - Enterprise Platform Renewal & Expansion,Closed,333000.0,43,26.4,declining,3,6,0,lost
DEAL-0473,Sentinels Security,Sentinels Security - Enterprise Platform Renewal & Expansion,Closed,1086000.0,175,34.7,improving,8,4,1,lost
DEAL-0474,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,84000.0,154,12.0,declining,10,4,0,lost
DEAL-0475,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,402000.0,135,69.0,declining,3,4,0,lost
DEAL-0476,Matrix Networks,Matrix Networks - Enterprise Platform Renewal & Expansion,Closed,341000.0,123,62.5,improving,10,1,3,lost
DEAL-0477,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,776000.0,178,25.0,stable,3,4,4,stalled
DEAL-0478,Radiant Systems,Radiant Systems - Digital Transformation Deal,Closed,181000.0,136,62.0,declining,4,5,3,lost
DEAL-0479,CyberShield,CyberShield - Digital Transformation Deal,Closed,1354000.0,12,63.3,declining,10,4,0,stalled
DEAL-0480,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,818000.0,176,46.9,declining,1,3,2,lost
DEAL-0481,ZeroDay Defense,ZeroDay Defense - Digital Transformation Deal,Closed,1409000.0,100,25.6,declining,8,6,4,stalled
DEAL-0482,Delta Analytics,Delta Analytics - Digital Transformation Deal,Closed,1153000.0,75,43.3,declining,2,3,2,stalled
DEAL-0483,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,194000.0,99,47.3,declining,1,6,2,lost
DEAL-0484,CyberShield,CyberShield - Digital Transformation Deal,Closed,984000.0,69,61.6,stable,5,4,2,lost
DEAL-0485,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,632000.0,126,13.3,declining,9,4,3,stalled
DEAL-0486,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,1166000.0,38,61.6,declining,7,0,1,lost
DEAL-0487,Forward Media,Forward Media - Digital Transformation Deal,Closed,772000.0,143,44.4,declining,6,5,0,stalled
DEAL-0488,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,1238000.0,156,31.6,improving,8,2,1,stalled
DEAL-0489,Aether Systems,Aether Systems - Enterprise Platform Renewal & Expansion,Closed,1397000.0,160,47.4,stable,7,5,4,stalled
DEAL-0490,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,670000.0,171,67.0,declining,4,2,1,won
DEAL-0491,Zenith Enterprise,Zenith Enterprise - Enterprise Platform Renewal & Expansion,Closed,363000.0,175,3.1,improving,3,5,0,lost
DEAL-0492,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,1174000.0,174,28.8,declining,6,1,4,won
DEAL-0493,Beacon Dynamics,Beacon Dynamics - Enterprise Platform Renewal & Expansion,Closed,833000.0,146,65.9,stable,12,2,2,stalled
DEAL-0494,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,618000.0,69,13.0,declining,1,0,4,stalled
DEAL-0495,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,193000.0,68,63.1,declining,9,2,3,lost
DEAL-0496,Vertex Systems,Vertex Systems - Enterprise Platform Renewal & Expansion,Closed,1141000.0,177,33.4,declining,8,6,0,lost
DEAL-0497,Krypton Labs,Krypton Labs - Digital Transformation Deal,Closed,958000.0,176,50.6,stable,4,3,2,lost
DEAL-0498,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,410000.0,26,29.0,declining,5,6,2,stalled
DEAL-0499,Frontier AI,Frontier AI - Digital Transformation Deal,Closed,543000.0,71,13.6,declining,10,5,1,lost
DEAL-0500,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,378000.0,55,16.9,improving,5,6,4,stalled
DEAL-0501,CyberShield,CyberShield - Digital Transformation Deal,Closed,136000.0,129,44.4,declining,11,0,3,stalled
DEAL-0502,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,1478000.0,73,35.6,declining,10,2,3,stalled
DEAL-0503,Delta Analytics,Delta Analytics - Digital Transformation Deal,Closed,1203000.0,141,2.8,stable,8,3,1,lost
DEAL-0504,DataCore Inc,DataCore Inc - Enterprise Platform Renewal & Expansion,Closed,701000.0,5,1.3,improving,12,3,4,won
DEAL-0505,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,404000.0,70,17.5,stable,9,4,2,stalled
DEAL-0506,Velocity Networks,Velocity Networks - Digital Transformation Deal,Closed,640000.0,96,61.6,stable,6,3,1,lost
DEAL-0507,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,1087000.0,145,31.4,stable,4,1,1,lost
DEAL-0508,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,34000.0,130,10.1,declining,7,4,4,lost
DEAL-0509,Velocity Networks,Velocity Networks - Digital Transformation Deal,Closed,852000.0,15,29.0,declining,10,1,0,stalled
DEAL-0510,Krypton Labs,Krypton Labs - Digital Transformation Deal,Closed,952000.0,88,19.1,stable,8,4,4,lost
DEAL-0511,Krypton Labs,Krypton Labs - Digital Transformation Deal,Closed,629000.0,176,69.4,improving,6,4,4,lost
DEAL-0512,Aura Insights,Aura Insights - Digital Transformation Deal,Closed,1175000.0,86,48.6,stable,6,6,3,lost
DEAL-0513,Radiant Systems,Radiant Systems - Enterprise Platform Renewal & Expansion,Closed,706000.0,45,46.3,stable,3,3,4,lost
DEAL-0514,Beacon Dynamics,Beacon Dynamics - Digital Transformation Deal,Closed,529000.0,84,47.2,declining,6,2,4,lost
DEAL-0515,Luminary Data,Luminary Data - Enterprise Platform Renewal & Expansion,Closed,1176000.0,153,37.7,stable,6,3,1,stalled
DEAL-0516,Apex Global,Apex Global - Digital Transformation Deal,Closed,367000.0,23,15.6,stable,5,0,0,won
DEAL-0517,Vertex Systems,Vertex Systems - Enterprise Platform Renewal & Expansion,Closed,59000.0,137,55.2,improving,7,0,2,stalled
DEAL-0518,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,1330000.0,61,18.2,stable,5,3,1,won
DEAL-0519,Forward Media,Forward Media - Digital Transformation Deal,Closed,1002000.0,124,33.9,declining,6,2,4,lost
DEAL-0520,Aura Insights,Aura Insights - Digital Transformation Deal,Closed,904000.0,165,63.2,stable,11,4,4,stalled
DEAL-0521,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,356000.0,116,22.5,stable,2,2,1,stalled
DEAL-0522,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,1142000.0,91,21.0,declining,3,0,3,lost
DEAL-0523,Vertex Systems,Vertex Systems - Digital Transformation Deal,Closed,1153000.0,155,17.0,improving,5,4,2,won
DEAL-0524,Stratum Software,Stratum Software - Digital Transformation Deal,Closed,262000.0,168,28.4,stable,12,1,2,won
DEAL-0525,IronClad Security,IronClad Security - Enterprise Platform Renewal & Expansion,Closed,1204000.0,180,49.5,stable,10,5,4,lost
DEAL-0526,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,121000.0,77,8.4,stable,3,4,3,stalled
DEAL-0527,Velocity Networks,Velocity Networks - Digital Transformation Deal,Closed,49000.0,139,2.1,improving,1,2,2,won
DEAL-0528,Titan Technologies,Titan Technologies - Enterprise Platform Renewal & Expansion,Closed,365000.0,6,35.8,stable,3,3,2,lost
DEAL-0529,Velocity Networks,Velocity Networks - Enterprise Platform Renewal & Expansion,Closed,706000.0,87,6.2,improving,1,0,2,lost
DEAL-0530,Beacon Dynamics,Beacon Dynamics - Enterprise Platform Renewal & Expansion,Closed,289000.0,100,59.7,improving,5,6,1,stalled
DEAL-0531,Titan Technologies,Titan Technologies - Digital Transformation Deal,Closed,1492000.0,120,53.1,improving,4,4,1,lost
DEAL-0532,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,255000.0,13,53.7,declining,12,4,0,stalled
DEAL-0533,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,1334000.0,58,70.1,improving,11,5,3,stalled
DEAL-0534,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,885000.0,65,1.1,improving,7,4,3,stalled
DEAL-0535,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,152000.0,130,7.0,declining,3,2,0,stalled
DEAL-0536,Evolve Logic,Evolve Logic - Enterprise Platform Renewal & Expansion,Closed,1191000.0,127,17.1,declining,3,6,2,lost
DEAL-0537,Titan Technologies,Titan Technologies - Enterprise Platform Renewal & Expansion,Closed,52000.0,94,52.3,stable,7,0,3,lost
DEAL-0538,Matrix Networks,Matrix Networks - Enterprise Platform Renewal & Expansion,Closed,745000.0,50,39.4,stable,10,5,3,stalled
DEAL-0539,Forward Media,Forward Media - Digital Transformation Deal,Closed,249000.0,70,39.2,stable,5,0,4,stalled
DEAL-0540,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,937000.0,161,17.6,declining,6,0,4,lost
DEAL-0541,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,756000.0,42,44.3,stable,9,3,2,won
DEAL-0542,ZeroDay Defense,ZeroDay Defense - Enterprise Platform Renewal & Expansion,Closed,85000.0,48,63.0,improving,3,0,3,stalled
DEAL-0543,Aether Systems,Aether Systems - Enterprise Platform Renewal & Expansion,Closed,1258000.0,128,38.1,declining,11,4,2,won
DEAL-0544,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,125000.0,170,35.6,improving,4,3,0,stalled
DEAL-0545,Sentinels Security,Sentinels Security - Enterprise Platform Renewal & Expansion,Closed,1195000.0,160,19.5,improving,1,5,0,lost
DEAL-0546,Beacon Dynamics,Beacon Dynamics - Enterprise Platform Renewal & Expansion,Closed,1442000.0,28,52.3,declining,2,3,1,stalled
DEAL-0547,IronClad Security,IronClad Security - Enterprise Platform Renewal & Expansion,Closed,1422000.0,145,30.2,improving,9,6,4,stalled
DEAL-0548,Vanguard Cloud,Vanguard Cloud - Enterprise Platform Renewal & Expansion,Closed,652000.0,45,57.2,declining,2,3,4,stalled
DEAL-0549,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,908000.0,83,39.8,stable,6,6,2,lost
DEAL-0550,Stratum Software,Stratum Software - Enterprise Platform Renewal & Expansion,Closed,499000.0,147,39.5,stable,4,6,4,lost
